Timestamp	Roll(deg)	Pitch(deg)	Yaw(deg)	Roll (rad)	Pitch (rad)	Yaw (rad)
2023-10-31 16:55:13.3363240.372076	-0.275437	158.958618
0.006494	-0.004807	2.774351
2023-10-31 16:55:13.3965920.370379	-0.276238	158.955795
0.006464	-0.004821	2.774302
2023-10-31 16:55:13.4265970.370296	-0.276071	158.957642
0.006463	-0.004818	2.774334
2023-10-31 16:55:13.4655980.370624	-0.276054	158.957504
0.006469	-0.004818	2.774332
2023-10-31 16:55:13.5165950.370408	-0.276164	158.957855
0.006465	-0.004820	2.774338
2023-10-31 16:55:13.5656000.370063	-0.276807	158.958466
0.006459	-0.004831	2.774348
2023-10-31 16:55:13.6066010.369637	-0.276599	158.959656
0.006451	-0.004828	2.774369
2023-10-31 16:55:13.6567240.371085	-0.276867	158.965576
0.006477	-0.004832	2.774473
2023-10-31 16:55:13.7068630.372316	-0.276705	158.963837
0.006498	-0.004829	2.774442
2023-10-31 16:55:13.7568700.372760	-0.277207	158.966232
0.006506	-0.004838	2.774484
2023-10-31 16:55:13.8058730.372859	-0.277592	158.967758
0.006508	-0.004845	2.774511
2023-10-31 16:55:13.8468680.372550	-0.277711	158.969437
0.006502	-0.004847	2.774540
2023-10-31 16:55:13.9028720.372105	-0.274630	158.976013
0.006494	-0.004793	2.774655
2023-10-31 16:55:13.9368750.371962	-0.274761	158.975296
0.006492	-0.004795	2.774642
2023-10-31 16:55:13.9768710.371087	-0.274423	158.974716
0.006477	-0.004790	2.774632
2023-10-31 16:55:14.0258750.370911	-0.272962	158.974731
0.006474	-0.004764	2.774632
2023-10-31 16:55:14.0658780.371697	-0.274415	158.974701
0.006487	-0.004789	2.774632
2023-10-31 16:55:14.1158800.372534	-0.273734	158.974670
0.006502	-0.004778	2.774632
2023-10-31 16:55:14.1652930.372279	-0.273995	158.974243
0.006498	-0.004782	2.774624
2023-10-31 16:55:14.2062950.372557	-0.273970	158.974731
0.006502	-0.004782	2.774632
2023-10-31 16:55:14.2562960.373319	-0.273696	158.971603
0.006516	-0.004777	2.774578
2023-10-31 16:55:14.3064030.373595	-0.272930	158.971634
0.006520	-0.004764	2.774578
2023-10-31 16:55:14.3564040.373807	-0.273262	158.972214
0.006524	-0.004769	2.774589
2023-10-31 16:55:14.4066260.374672	-0.273113	158.972855
