Time [s];Sway Acc [m/s2];Surge Acc [m/s2];Heave Acc[m/s2]
0.000000;0.339800;-0.203870;0.154630
0.000500;0.301110;-0.209280;0.193370
0.001000;0.257630;-0.206880;0.224900
0.001500;0.178680;-0.186430;0.265040
0.002000;0.101060;-0.187770;0.301490
0.002500;0.035742;-0.184480;0.342770
0.003000;-0.029916;-0.179830;0.362630
0.003500;-0.092435;-0.170460;0.385350
0.004000;-0.132390;-0.179260;0.395450
0.004500;-0.131640;-0.192620;0.416950
0.005000;-0.123450;-0.204530;0.435670
0.005500;-0.124910;-0.215730;0.459570
0.006000;-0.109510;-0.235310;0.481160
0.006500;-0.078857;-0.258590;0.502580
0.007000;-0.063616;-0.268550;0.528690
0.007500;-0.057816;-0.270840;0.557770
0.008000;-0.054188;-0.266730;0.582510
0.008500;-0.050287;-0.274080;0.613410
0.009000;-0.074979;-0.265400;0.664020
0.009500;-0.108840;-0.242580;0.703430
0.010000;-0.129820;-0.238410;0.743760
0.010500;-0.168350;-0.236230;0.783940
0.011000;-0.217310;-0.232160;0.818580
0.011500;-0.273060;-0.231750;0.856670
0.012000;-0.311410;-0.240080;0.880660
0.012500;-0.337860;-0.256760;0.899530
0.013000;-0.348140;-0.274920;0.913070
0.013500;-0.348560;-0.300440;0.919340
0.014000;-0.326420;-0.329920;0.926040
0.014500;-0.274440;-0.365920;0.946130
0.015000;-0.233750;-0.388000;0.964390
0.015500;-0.188610;-0.404000;0.979100
0.016000;-0.123700;-0.420540;0.977050
0.016500;-0.079006;-0.436250;0.972510
0.017000;-0.048569;-0.441520;0.964970
0.017500;-0.014867;-0.444820;0.958370
0.018000;0.021119;-0.453710;0.951280
0.018500;0.042854;-0.461620;0.941510
0.019000;0.060877;-0.465440;0.907820
0.019500;0.067372;-0.467060;0.869180
0.020000;0.064425;-0.466500;0.838940
0.020500;0.056269;-0.469260;0.812920
0.021000;0.023411;-0.462280;0.810980
0.021500;-0.005717;-0.455950;0.799880
0.022000;-0.039629;-0.443440;0.806620
0.022500;-0.059892;-0.464720;0.791970
0.023000;-0.087595;-0.462150;0.780010
0.023500;-0.112080;-0.472450;0.760510
0.024000;-0.158040;-0.459980;0.757440
0.024500;-0.206740;-0.448890;0.738540
0.025000;-0.218030;-0.457580;0.728960
0.025500;-0.220680;-0.455320;0.695530
0.026000;-0.218650;-0.453370;0.672310
0.026500;-0.193680;-0.460530;0.651370
0.027000;-0.152650;-0.454230;0.632260
0.027500;-0.123700;-0.439000;0.605390
0.028000;-0.084534;-0.423000;0.593740
0.028500;-0.040678;-0.410290;0.577010
0.029000;0.008215;-0.387760;0.559610
0.029500;0.056242;-0.368700;0.534760
0.030000;0.103130;-0.357070;0.506440
0.030500;0.144340;-0.356890;0.485260
0.031000;0.181180;-0.365930;0.455800
0.031500;0.179490;-0.358930;0.436180
0.032000;0.147620;-0.353760;0.398490
0.032500;0.102230;-0.357480;0.368860
0.033000;0.020429;-0.352460;0.346780
0.033500;-0.064059;-0.355170;0.337020
0.034000;-0.153280;-0.366720;0.338840
0.034500;-0.247040;-0.374080;0.358540
0.035000;-0.327880;-0.377310;0.387010
0.035500;-0.395050;-0.371830;0.397550
0.036000;-0.465270;-0.357930;0.402170
0.036500;-0.490860;-0.353930;0.402340
0.037000;-0.478620;-0.356550;0.387250
0.037500;-0.463710;-0.352020;0.360690
0.038000;-0.424130;-0.344880;0.317470
0.038500;-0.355130;-0.349600;0.254070
0.039000;-0.275420;-0.347750;0.192810
0.039500;-0.202930;-0.338250;0.133290
0.040000;-0.129390;-0.324230;0.087838
0.040500;-0.034018;-0.309730;0.047082
0.041000;0.045854;-0.290510;0.023115
0.041500;0.096536;-0.266720;-0.009955
0.042000;0.144510;-0.245080;-0.040156
0.042500;0.181970;-0.243570;-0.061282
0.043000;0.194320;-0.242180;-0.058436
0.043500;0.180060;-0.233750;-0.047652
0.044000;0.149320;-0.228890;-0.047747
0.044500;0.109550;-0.229010;-0.054453
0.045000;0.077754;-0.241760;-0.063512
0.045500;0.038585;-0.258310;-0.060588
0.046000;0.019252;-0.272270;-0.060451
0.046500;0.015844;-0.288920;-0.053855
0.047000;0.025422;-0.307690;-0.045592
0.047500;0.042156;-0.325790;-0.030954
0.048000;0.074653;-0.339560;-0.018700
0.048500;0.126400;-0.352480;0.000745
0.049000;0.184080;-0.363700;0.032311
0.049500;0.230450;-0.357450;0.052519
0.050000;0.281440;-0.351060;0.059772
0.050500;0.341380;-0.351030;0.062751
0.051000;0.379200;-0.356060;0.050269
0.051500;0.398670;-0.344800;0.045868
0.052000;0.409570;-0.340120;0.036059
0.052500;0.389310;-0.342070;0.016237
0.053000;0.339370;-0.344580;0.005564
0.053500;0.285290;-0.335640;-0.019189
0.054000;0.213450;-0.329810;-0.049922
0.054500;0.141670;-0.339060;-0.059883
0.055000;0.077163;-0.352540;-0.051008
0.055500;0.012070;-0.348240;-0.043435
0.056000;-0.039907;-0.359140;-0.033710
0.056500;-0.070503;-0.370460;-0.015596
0.057000;-0.080011;-0.371960;-0.015236
0.057500;-0.087052;-0.360880;-0.010229
0.058000;-0.073955;-0.368440;-0.006293
0.058500;-0.056982;-0.361790;-0.011396
0.059000;-0.040010;-0.363940;-0.028050
0.059500;-0.018608;-0.374360;-0.029300
0.060000;-0.015413;-0.377190;-0.016152
0.060500;-0.031635;-0.380700;-0.013764
0.061000;-0.054748;-0.389240;-0.016001
0.061500;-0.088182;-0.402290;-0.015626
0.062000;-0.124070;-0.418360;-0.018131
0.062500;-0.146110;-0.431780;-0.007578
0.063000;-0.152660;-0.449950;-0.009922
0.063500;-0.159470;-0.465400;-0.018774
0.064000;-0.148500;-0.494220;-0.011899
0.064500;-0.142140;-0.515450;-0.004394
0.065000;-0.131670;-0.513960;0.007536
0.065500;-0.103510;-0.521760;0.013149
0.066000;-0.089069;-0.504170;0.026808
0.066500;-0.071951;-0.498450;0.022045
0.067000;-0.022572;-0.498260;0.021094
0.067500;0.054931;-0.502540;-0.001119
0.068000;0.126990;-0.499970;-0.036764
0.068500;0.202760;-0.499070;-0.084949
0.069000;0.275590;-0.502990;-0.125390
0.069500;0.303110;-0.502460;-0.156700
0.070000;0.321330;-0.500730;-0.178710
0.070500;0.324080;-0.501730;-0.188220
0.071000;0.293500;-0.495470;-0.202510
0.071500;0.263570;-0.490320;-0.194390
0.072000;0.234340;-0.493950;-0.174940
0.072500;0.195000;-0.483260;-0.132360
0.073000;0.152410;-0.473360;-0.093707
0.073500;0.113570;-0.459810;-0.041169
0.074000;0.074080;-0.446500;0.004507
0.074500;0.046044;-0.435920;0.056724
0.075000;0.003893;-0.405270;0.119420
0.075500;-0.011756;-0.387090;0.177310
0.076000;-0.015240;-0.381260;0.231000
0.076500;-0.014574;-0.360470;0.268290
0.077000;-0.005401;-0.340630;0.276450
0.077500;-0.007278;-0.312370;0.258820
0.078000;-0.014525;-0.289900;0.227360
0.078500;0.000839;-0.284400;0.200820
0.079000;-0.000557;-0.273290;0.170140
0.079500;-0.017656;-0.260910;0.143700
0.080000;-0.046580;-0.258550;0.130240
0.080500;-0.068452;-0.265330;0.136290
0.081000;-0.106750;-0.270210;0.172380
0.081500;-0.133720;-0.282490;0.223490
0.082000;-0.169570;-0.280630;0.277810
0.082500;-0.199800;-0.280150;0.323520
0.083000;-0.218550;-0.280910;0.376120
0.083500;-0.243660;-0.267820;0.425510
0.084000;-0.268290;-0.256630;0.485040
0.084500;-0.270560;-0.240860;0.535150
0.085000;-0.282610;-0.218090;0.574920
0.085500;-0.293730;-0.188880;0.601730
0.086000;-0.291360;-0.160720;0.606920
0.086500;-0.276120;-0.143660;0.616130
0.087000;-0.236870;-0.132340;0.617260
0.087500;-0.187640;-0.119960;0.610470
0.088000;-0.133440;-0.112880;0.595070
0.088500;-0.070650;-0.117240;0.580820
0.089000;-0.003424;-0.124110;0.575690
0.089500;0.039889;-0.129630;0.557870
0.090000;0.088807;-0.134770;0.526280
0.090500;0.137410;-0.144010;0.495280
0.091000;0.171390;-0.147090;0.451750
0.091500;0.196740;-0.146750;0.401110
0.092000;0.214420;-0.146500;0.360320
0.092500;0.234310;-0.146500;0.329160
0.093000;0.225320;-0.140570;0.309630
0.093500;0.207590;-0.137980;0.309030
0.094000;0.211120;-0.136790;0.299650
0.094500;0.207330;-0.144110;0.303050
0.095000;0.203900;-0.143980;0.300880
0.095500;0.194710;-0.143590;0.286150
0.096000;0.190800;-0.145750;0.289980
0.096500;0.156820;-0.140110;0.287260
0.097000;0.127990;-0.129810;0.273440
0.097500;0.099429;-0.120900;0.249800
0.098000;0.077644;-0.110600;0.215340
0.098500;0.084804;-0.107970;0.180340
0.099000;0.101380;-0.095055;0.126520
0.099500;0.130990;-0.077656;0.040632
0.100000;0.159370;-0.060687;-0.049347
0.100500;0.178110;-0.032739;-0.143990
0.101000;0.197030;-0.016765;-0.216490
0.101500;0.212540;-0.018219;-0.272450
0.102000;0.215720;0.005143;-0.313480
0.102500;0.195910;0.026147;-0.361250
0.103000;0.190900;0.017326;-0.388600
0.103500;0.182340;0.018706;-0.398490
0.104000;0.173260;0.034927;-0.421270
0.104500;0.154480;0.039725;-0.434700
0.105000;0.103230;0.047332;-0.447760
0.105500;0.047960;0.064832;-0.451150
0.106000;-0.023669;0.076105;-0.449970
0.106500;-0.111830;0.082179;-0.443730
0.107000;-0.216120;0.100340;-0.432680
0.107500;-0.309930;0.108540;-0.411760
0.108000;-0.399350;0.118020;-0.401870
0.108500;-0.451590;0.126480;-0.391240
0.109000;-0.487650;0.137430;-0.381120
0.109500;-0.498250;0.152440;-0.396280
0.110000;-0.467300;0.141070;-0.412220
0.110500;-0.435890;0.136060;-0.413740
0.111000;-0.414850;0.145310;-0.412160
0.111500;-0.378850;0.152890;-0.403910
0.112000;-0.343900;0.169450;-0.404850
0.112500;-0.306160;0.193170;-0.413430
0.113000;-0.255890;0.217120;-0.437060
0.113500;-0.192080;0.236520;-0.472900
0.114000;-0.117880;0.245410;-0.509200
0.114500;-0.023085;0.255470;-0.541320
0.115000;0.061404;0.266740;-0.575650
0.115500;0.115300;0.289850;-0.604280
0.116000;0.163090;0.285990;-0.621320
0.116500;0.183050;0.286460;-0.615240
0.117000;0.179730;0.291220;-0.585200
0.117500;0.151260;0.317780;-0.539510
0.118000;0.136840;0.305610;-0.502820
0.118500;0.136000;0.305550;-0.453360
0.119000;0.137840;0.305220;-0.437400
0.119500;0.124880;0.306240;-0.394260
0.120000;0.103630;0.301170;-0.363370
0.120500;0.072958;0.309750;-0.328640
0.121000;0.023000;0.312810;-0.299300
0.121500;-0.018921;0.329890;-0.289910
0.122000;-0.042500;0.338630;-0.287290
0.122500;-0.044248;0.328510;-0.278760
0.123000;-0.033074;0.334800;-0.272610
0.123500;0.009440;0.316970;-0.274690
0.124000;0.066840;0.312070;-0.267890
0.124500;0.119740;0.292350;-0.279240
0.125000;0.153750;0.281470;-0.247930
0.125500;0.163250;0.272890;-0.235340
0.126000;0.146530;0.254400;-0.189260
0.126500;0.093734;0.247640;-0.138540
0.127000;0.031950;0.235800;-0.088077
0.127500;-0.040684;0.214310;-0.037090
0.128000;-0.129760;0.195420;-0.001201
0.128500;-0.248270;0.191520;0.051289
0.129000;-0.348570;0.168470;0.118610
0.129500;-0.463980;0.178700;0.195230
0.130000;-0.569530;0.196380;0.259390
0.130500;-0.633010;0.155230;0.312710
0.131000;-0.716910;0.163580;0.357980
0.131500;-0.782150;0.241090;0.398120
0.132000;-0.785440;0.164250;0.404730
0.132500;-0.787230;0.181300;0.451720
0.133000;-0.789560;0.187420;0.421140
0.133500;-0.716590;0.149340;0.399480
0.134000;-0.666010;0.173410;0.356060
0.134500;-0.609020;0.178200;0.318700
0.135000;-0.516790;0.148240;0.324650
0.135500;-0.452310;0.149700;0.320940
0.136000;-0.397590;0.172880;0.321820
0.136500;-0.325640;0.167210;0.297650
0.137000;-0.263520;0.160990;0.278070
0.137500;-0.236390;0.168730;0.272770
0.138000;-0.207920;0.169490;0.294450
0.138500;-0.195510;0.160090;0.291890
0.139000;-0.184430;0.179790;0.286430
0.139500;-0.156550;0.167530;0.281350
0.140000;-0.132350;0.150060;0.306030
0.140500;-0.123750;0.168400;0.320320
0.141000;-0.115350;0.170370;0.347830
0.141500;-0.109270;0.176510;0.398560
0.142000;-0.114910;0.195040;0.419740
0.142500;-0.111000;0.188840;0.455280
0.143000;-0.107710;0.197950;0.484270
0.143500;-0.103230;0.206020;0.498600
0.144000;-0.087909;0.202310;0.523770
0.144500;-0.087774;0.203830;0.536060
0.145000;-0.112170;0.230630;0.503950
0.145500;-0.113320;0.228390;0.453980
0.146000;-0.109860;0.241660;0.396590
0.146500;-0.123760;0.266140;0.321060
0.147000;-0.109080;0.273040;0.280570
0.147500;-0.070845;0.273690;0.249260
0.148000;-0.023703;0.290670;0.204920
0.148500;0.019803;0.309830;0.137990
0.149000;0.078834;0.323070;0.062475
0.149500;0.129510;0.353780;0.000003
0.150000;0.168110;0.372130;-0.047819
0.150500;0.195040;0.402050;-0.099019
0.151000;0.213840;0.426640;-0.174970
0.151500;0.235850;0.441170;-0.246360
0.152000;0.225450;0.452730;-0.307120
0.152500;0.196070;0.469810;-0.346280
0.153000;0.134900;0.490550;-0.368830
0.153500;0.071666;0.506870;-0.375650
0.154000;-0.013426;0.537520;-0.376680
0.154500;-0.088301;0.548660;-0.373380
0.155000;-0.142750;0.557320;-0.351760
0.155500;-0.192280;0.558920;-0.334390
0.156000;-0.235180;0.549720;-0.298840
0.156500;-0.267310;0.545580;-0.269470
0.157000;-0.286440;0.540860;-0.254460
0.157500;-0.293020;0.541290;-0.236980
0.158000;-0.283330;0.541120;-0.243250
0.158500;-0.256400;0.537190;-0.254770
0.159000;-0.207010;0.519510;-0.268490
0.159500;-0.138770;0.506690;-0.267110
0.160000;-0.072459;0.504020;-0.272470
0.160500;0.000286;0.488170;-0.285760
0.161000;0.065614;0.463740;-0.286060
0.161500;0.127440;0.441450;-0.289540
0.162000;0.159430;0.435220;-0.282210
0.162500;0.173420;0.431040;-0.280530
0.163000;0.189430;0.422120;-0.284410
0.163500;0.187450;0.425240;-0.296360
0.164000;0.186270;0.415750;-0.311790
0.164500;0.191420;0.407240;-0.315750
0.165000;0.180690;0.398470;-0.333710
0.165500;0.152460;0.402940;-0.335430
0.166000;0.126410;0.402220;-0.334920
0.166500;0.083178;0.405680;-0.326330
0.167000;0.031145;0.411160;-0.326270
0.167500;-0.015169;0.419760;-0.327770
0.168000;-0.060033;0.427960;-0.325210
0.168500;-0.095026;0.429840;-0.319600
0.169000;-0.121300;0.441150;-0.317460
0.169500;-0.128410;0.435330;-0.311490
0.170000;-0.121860;0.424500;-0.307970
0.170500;-0.125220;0.417530;-0.314890
0.171000;-0.124440;0.411090;-0.306090
0.171500;-0.128340;0.406740;-0.314150
0.172000;-0.116600;0.392200;-0.299020
0.172500;-0.114740;0.411320;-0.284270
0.173000;-0.075174;0.381610;-0.261930
0.173500;-0.055263;0.345370;-0.241250
0.174000;-0.006237;0.347710;-0.198860
0.174500;0.016382;0.343290;-0.209830
0.175000;0.062671;0.290740;-0.174600
0.175500;0.096833;0.272100;-0.125510
0.176000;0.063907;0.317110;-0.120700
0.176500;0.078330;0.277630;-0.054729
0.177000;0.068211;0.252340;0.019880
0.177500;-0.004392;0.284780;0.064390
0.178000;-0.040587;0.261650;0.099135
0.178500;-0.069249;0.233520;0.129470
0.179000;-0.136080;0.244130;0.141380
0.179500;-0.183320;0.228070;0.144360
0.180000;-0.231510;0.207200;0.145010
0.180500;-0.277710;0.217460;0.143520
0.181000;-0.318140;0.215500;0.149980
0.181500;-0.346630;0.209320;0.165830
0.182000;-0.371690;0.238740;0.172770
0.182500;-0.372430;0.225340;0.168620
0.183000;-0.355870;0.217030;0.190810
0.183500;-0.353000;0.258330;0.173670
0.184000;-0.323750;0.253980;0.170880
0.184500;-0.278240;0.245320;0.181720
0.185000;-0.248730;0.281360;0.165550
0.185500;-0.211710;0.298210;0.156880
0.186000;-0.167270;0.300420;0.146810
0.186500;-0.143700;0.325260;0.126470
0.187000;-0.117540;0.337320;0.117870
0.187500;-0.082160;0.328470;0.121790
0.188000;-0.069633;0.356770;0.118270
0.188500;-0.048818;0.361180;0.119710
0.189000;-0.031125;0.348780;0.143310
0.189500;-0.029181;0.358520;0.154970
0.190000;-0.034916;0.346870;0.153380
0.190500;-0.034445;0.314010;0.177830
0.191000;-0.053412;0.309110;0.199220
0.191500;-0.083414;0.301510;0.204750
0.192000;-0.103200;0.278170;0.217920
0.192500;-0.111700;0.269700;0.219720
0.193000;-0.136230;0.280860;0.221020
0.193500;-0.144560;0.272090;0.208930
0.194000;-0.141890;0.261500;0.191570
0.194500;-0.122000;0.269410;0.159400
0.195000;-0.077563;0.266590;0.129900
0.195500;-0.054927;0.275420;0.087622
0.196000;-0.015376;0.277410;0.047332
0.196500;0.015626;0.294580;-0.012226
0.197000;0.055691;0.288580;-0.065952
0.197500;0.098559;0.293120;-0.105890
0.198000;0.118310;0.313940;-0.156370
0.198500;0.156190;0.296210;-0.177750
0.199000;0.175770;0.282780;-0.196200
0.199500;0.160500;0.294370;-0.205690
0.200000;0.137010;0.298780;-0.206840
0.200500;0.106780;0.290300;-0.213000
0.201000;0.050779;0.286470;-0.204960
0.201500;0.009097;0.274260;-0.189220
0.202000;-0.026555;0.251310;-0.193000
0.202500;-0.043072;0.241150;-0.192820
0.203000;-0.039373;0.213160;-0.220530
0.203500;-0.016603;0.177680;-0.233810
0.204000;0.018458;0.170970;-0.272830
0.204500;0.058150;0.169270;-0.323710
0.205000;0.115370;0.152490;-0.373340
0.205500;0.177160;0.156220;-0.419960
0.206000;0.223210;0.153760;-0.459280
0.206500;0.279920;0.136450;-0.461540
0.207000;0.320560;0.124190;-0.469020
0.207500;0.333290;0.104620;-0.446650
0.208000;0.337540;0.087059;-0.407370
0.208500;0.302240;0.087831;-0.372370
0.209000;0.234500;0.082680;-0.333150
0.209500;0.178430;0.058986;-0.295060
0.210000;0.101240;0.037434;-0.247080
0.210500;0.018991;0.021578;-0.190550
0.211000;-0.034265;0.001732;-0.143380
0.211500;-0.062517;-0.020607;-0.088278
0.212000;-0.072744;-0.039464;-0.038463
0.212500;-0.069236;-0.050904;0.017749
0.213000;-0.050985;-0.049198;0.056881
0.213500;0.002501;-0.046353;0.089798
0.214000;0.075934;-0.052203;0.130570
0.214500;0.168960;-0.059594;0.159620
0.215000;0.246990;-0.040268;0.163310
0.215500;0.331890;-0.041242;0.152490
0.216000;0.412110;-0.043896;0.157460
0.216500;0.452430;-0.031410;0.155690
0.217000;0.477260;-0.016731;0.161250
0.217500;0.471140;0.006097;0.134350
0.218000;0.434780;0.018384;0.105200
0.218500;0.379280;0.022579;0.077945
0.219000;0.286510;0.048047;0.047359
0.219500;0.185830;0.056178;0.048571
0.220000;0.107260;0.050518;0.073290
0.220500;0.021426;0.061383;0.092139
0.221000;-0.052069;0.058745;0.102600
0.221500;-0.093298;0.056536;0.115610
0.222000;-0.127360;0.049534;0.150300
0.222500;-0.143820;0.052092;0.190480
0.223000;-0.144620;0.052280;0.226790
0.223500;-0.148540;0.046559;0.256730
0.224000;-0.163650;0.054541;0.258940
0.224500;-0.169130;0.045195;0.252380
0.225000;-0.169150;0.036254;0.252190
0.225500;-0.165140;0.038658;0.241150
0.226000;-0.161210;0.046861;0.230910
0.226500;-0.161690;0.052040;0.211530
0.227000;-0.143320;0.047487;0.181900
0.227500;-0.134060;0.032921;0.165830
0.228000;-0.117720;0.012692;0.172030
0.228500;-0.114360;0.006148;0.195650
0.229000;-0.117940;-0.002287;0.239150
0.229500;-0.117640;-0.003134;0.280570
0.230000;-0.127900;0.004479;0.291840
0.230500;-0.118270;-0.002669;0.319450
0.231000;-0.095235;0.001237;0.340890
0.231500;-0.068836;0.003662;0.352700
0.232000;-0.036802;0.000590;0.381380
0.232500;0.005448;0.008158;0.375490
0.233000;0.014222;0.025100;0.378030
0.233500;0.023448;0.022780;0.384420
0.234000;0.023470;0.029517;0.398280
0.234500;0.010995;0.035669;0.409950
0.235000;0.006195;0.033798;0.434270
0.235500;-0.009249;0.037939;0.453160
0.236000;-0.008581;0.033458;0.482710
0.236500;0.002480;0.013839;0.497750
0.237000;0.003486;0.011245;0.511430
0.237500;-0.003744;0.017732;0.518830
0.238000;0.006452;0.014399;0.515900
0.238500;0.002792;0.014540;0.509360
0.239000;0.013618;0.019332;0.497880
0.239500;0.043300;0.003921;0.466400
0.240000;0.092477;-0.017572;0.426410
0.240500;0.135390;0.020675;0.387170
0.241000;0.208380;-0.016962;0.325390
0.241500;0.229840;0.018701;0.293360
0.242000;0.244460;0.026881;0.245850
0.242500;0.298740;-0.020342;0.250900
0.243000;0.296090;0.012546;0.253550
0.243500;0.284360;0.012625;0.233680
0.244000;0.278140;-0.019872;0.244060
0.244500;0.230620;-0.026623;0.248880
0.245000;0.156690;-0.022861;0.288790
0.245500;0.105720;-0.045172;0.344240
0.246000;0.040100;-0.055400;0.377450
0.246500;-0.039269;-0.061325;0.390900
0.247000;-0.103680;-0.084305;0.422720
0.247500;-0.159330;-0.096625;0.445680
0.248000;-0.205390;-0.100080;0.483490
0.248500;-0.238500;-0.112030;0.514990
0.249000;-0.253360;-0.116650;0.539350
0.249500;-0.261470;-0.106930;0.532170
0.250000;-0.242470;-0.126020;0.521350
0.250500;-0.239550;-0.119590;0.506740
0.251000;-0.229790;-0.108060;0.473440
0.251500;-0.201880;-0.125730;0.467580
0.252000;-0.176360;-0.133270;0.434750
0.252500;-0.172690;-0.122520;0.394510
0.253000;-0.158860;-0.142340;0.351530
0.253500;-0.147140;-0.149430;0.324150
0.254000;-0.160070;-0.137710;0.290680
0.254500;-0.161060;-0.160800;0.287010
0.255000;-0.150210;-0.157600;0.278750
0.255500;-0.162370;-0.144250;0.275920
0.256000;-0.150670;-0.152700;0.305010
0.256500;-0.146590;-0.141520;0.333810
0.257000;-0.169270;-0.118740;0.382610
0.257500;-0.194200;-0.109340;0.434790
0.258000;-0.224560;-0.088157;0.462020
0.258500;-0.253840;-0.062234;0.473560
0.259000;-0.270690;-0.042443;0.453690
0.259500;-0.284060;-0.026370;0.421220
0.260000;-0.284010;-0.022457;0.388460
0.260500;-0.263770;-0.016536;0.335280
0.261000;-0.214950;-0.021756;0.286450
0.261500;-0.152480;-0.026238;0.236640
0.262000;-0.071700;-0.034277;0.182390
0.262500;0.028081;-0.045517;0.113780
0.263000;0.104340;-0.040701;0.048721
0.263500;0.169600;-0.036244;-0.025414
0.264000;0.231360;-0.030114;-0.087522
0.264500;0.272570;-0.013890;-0.151780
0.265000;0.313740;-0.002387;-0.214600
0.265500;0.348830;0.009014;-0.278790
0.266000;0.366990;0.007985;-0.341360
0.266500;0.398320;0.013904;-0.383420
0.267000;0.430100;0.002835;-0.416630
0.267500;0.430760;-0.010295;-0.445120
0.268000;0.435690;-0.022541;-0.444480
0.268500;0.398840;-0.024211;-0.447000
0.269000;0.331130;-0.031192;-0.432760
0.269500;0.261060;-0.037426;-0.396510
0.270000;0.197650;-0.054353;-0.358310
0.270500;0.132300;-0.066401;-0.295580
0.271000;0.074154;-0.064473;-0.266420
0.271500;0.041797;-0.082357;-0.234150
0.272000;0.030679;-0.112800;-0.210700
0.272500;0.032856;-0.138820;-0.191380
0.273000;0.018695;-0.153700;-0.165470
0.273500;0.015049;-0.179770;-0.150460
0.274000;-0.001031;-0.208510;-0.119870
0.274500;-0.002609;-0.234600;-0.104790
0.275000;0.001058;-0.258720;-0.078921
0.275500;0.026924;-0.284500;-0.059580
0.276000;0.069026;-0.307860;-0.047022
0.276500;0.128940;-0.329050;-0.047785
0.277000;0.205840;-0.357100;-0.030691
0.277500;0.265900;-0.358160;-0.024404
0.278000;0.317200;-0.366000;-0.013627
0.278500;0.353870;-0.369100;-0.000704
0.279000;0.341840;-0.357880;0.007828
0.279500;0.324920;-0.357810;0.018639
0.280000;0.297900;-0.347740;0.022272
0.280500;0.245810;-0.334420;0.031136
0.281000;0.204710;-0.335240;0.034579
0.281500;0.173730;-0.349320;0.034356
0.282000;0.152670;-0.373770;0.041838
0.282500;0.110640;-0.381980;0.076195
0.283000;0.086660;-0.412290;0.146140
0.283500;0.032947;-0.417310;0.230720
0.284000;-0.043433;-0.422850;0.299120
0.284500;-0.110050;-0.438270;0.379360
0.285000;-0.148460;-0.458270;0.460010
0.285500;-0.171090;-0.475010;0.528340
0.286000;-0.176030;-0.471750;0.583500
0.286500;-0.155760;-0.475160;0.591100
0.287000;-0.098412;-0.489290;0.592120
0.287500;-0.033853;-0.495400;0.570630
0.288000;0.026128;-0.486120;0.556600
0.288500;0.094632;-0.485370;0.550150
0.289000;0.142180;-0.475250;0.555750
0.289500;0.180710;-0.467530;0.570150
0.290000;0.220950;-0.462300;0.587740
0.290500;0.240270;-0.453530;0.607470
0.291000;0.239470;-0.448290;0.613230
0.291500;0.226210;-0.447960;0.621830
0.292000;0.192770;-0.448740;0.628060
0.292500;0.134170;-0.432620;0.636050
0.293000;0.055928;-0.419920;0.648710
0.293500;-0.028415;-0.412200;0.658460
0.294000;-0.127250;-0.396700;0.659880
0.294500;-0.213770;-0.383630;0.657150
0.295000;-0.298440;-0.375080;0.659060
0.295500;-0.375500;-0.361580;0.663500
0.296000;-0.417430;-0.360250;0.667600
0.296500;-0.425900;-0.360400;0.674470
0.297000;-0.403860;-0.356130;0.660420
0.297500;-0.352920;-0.365240;0.637330
0.298000;-0.264540;-0.379310;0.607640
0.298500;-0.160470;-0.389110;0.568310
0.299000;-0.063781;-0.396280;0.532300
0.299500;0.032017;-0.404500;0.483330
0.300000;0.107420;-0.406940;0.436440
0.300500;0.162570;-0.410760;0.380660
0.301000;0.181260;-0.403900;0.329020
0.301500;0.178630;-0.396840;0.289100
0.302000;0.169050;-0.393250;0.269670
0.302500;0.154990;-0.381800;0.256950
0.303000;0.131410;-0.373690;0.257360
0.303500;0.108070;-0.368910;0.262560
0.304000;0.094486;-0.366940;0.281390
0.304500;0.079728;-0.374740;0.297150
0.305000;0.063563;-0.376830;0.325680
0.305500;0.042076;-0.379930;0.356350
0.306000;0.034643;-0.382130;0.398300
0.306500;0.035858;-0.389120;0.425750
0.307000;0.042263;-0.389740;0.446420
0.307500;0.058580;-0.383030;0.454380
0.308000;0.107040;-0.386700;0.457360
0.308500;0.149250;-0.390360;0.455680
0.309000;0.206370;-0.387450;0.428300
0.309500;0.255390;-0.384850;0.399550
0.310000;0.294270;-0.386640;0.362180
0.310500;0.311010;-0.375360;0.323230
0.311000;0.328560;-0.370370;0.276260
0.311500;0.362340;-0.366840;0.228160
0.312000;0.383850;-0.352540;0.158520
0.312500;0.420180;-0.341510;0.080327
0.313000;0.502590;-0.340740;-0.009111
0.313500;0.593310;-0.342150;-0.104260
0.314000;0.673830;-0.325690;-0.197370
0.314500;0.754860;-0.324840;-0.277570
0.315000;0.811590;-0.321000;-0.338820
0.315500;0.831840;-0.311300;-0.386370
0.316000;0.803540;-0.304020;-0.390910
0.316500;0.722870;-0.291700;-0.395270
0.317000;0.623060;-0.286690;-0.401860
0.317500;0.506510;-0.297160;-0.406980
0.318000;0.372360;-0.301630;-0.394810
0.318500;0.233760;-0.300750;-0.387850
0.319000;0.119430;-0.314180;-0.379260
0.319500;0.022342;-0.329430;-0.371930
0.320000;-0.075119;-0.344390;-0.358530
0.320500;-0.137340;-0.360030;-0.347520
0.321000;-0.187210;-0.360450;-0.312710
0.321500;-0.208660;-0.367350;-0.293890
0.322000;-0.202630;-0.365950;-0.272620
0.322500;-0.165160;-0.382840;-0.264520
0.323000;-0.106590;-0.408980;-0.259210
0.323500;-0.041555;-0.401470;-0.256440
0.324000;0.031714;-0.421370;-0.285010
