Time [s];Sway Acc [m/s2];Surge Acc [m/s2];Heave Acc[m/s2]
7.875500;-0.011178;-0.148890;0.062250
7.876000;-0.066583;-0.151390;0.041608
7.876500;-0.109940;-0.163190;0.027353
7.877000;-0.128120;-0.168190;0.018112
7.877500;-0.109720;-0.175420;0.014345
7.878000;-0.067238;-0.191600;-0.002195
7.878500;-0.010187;-0.195670;-0.010639
7.879000;0.057027;-0.194780;-0.018456
7.879500;0.131370;-0.190880;0.003244
7.880000;0.181990;-0.193960;0.022989
7.880500;0.206270;-0.175930;0.055737
7.881000;0.221820;-0.183450;0.080786
7.881500;0.228000;-0.175740;0.117500
7.882000;0.206450;-0.158460;0.140460
7.882500;0.187190;-0.156570;0.166410
7.883000;0.156740;-0.160760;0.159010
7.883500;0.123530;-0.123980;0.159920
7.884000;0.096175;-0.156290;0.125720
7.884500;0.069552;-0.136950;0.138420
7.885000;0.018017;-0.115600;0.096207
7.885500;0.048523;-0.165690;0.114560
7.886000;0.055264;-0.140250;0.125750
7.886500;0.067572;-0.127380;0.125970
7.887000;0.120360;-0.141080;0.172570
7.887500;0.158830;-0.132600;0.180250
7.888000;0.192040;-0.092854;0.209500
7.888500;0.242820;-0.081936;0.242330
7.889000;0.280490;-0.067602;0.268010
7.889500;0.286360;-0.043415;0.292850
7.890000;0.283910;-0.029593;0.302100
7.890500;0.269230;-0.012823;0.296270
7.891000;0.258480;-0.019845;0.291960
7.891500;0.237630;0.013452;0.292610
7.892000;0.228640;0.012023;0.267130
7.892500;0.230230;0.016320;0.251880
7.893000;0.247570;0.022356;0.216270
7.893500;0.274050;0.030263;0.204300
7.894000;0.286570;0.050552;0.159760
7.894500;0.332740;0.041419;0.134220
7.895000;0.346840;0.077028;0.104000
7.895500;0.358060;0.115600;0.056837
7.896000;0.379310;0.110640;0.017041
7.896500;0.405370;0.103450;-0.021724
7.897000;0.376220;0.141710;-0.049232
7.897500;0.356330;0.194990;-0.093106
7.898000;0.360180;0.138500;-0.117750
7.898500;0.313380;0.089908;-0.118690
7.899000;0.225860;0.237610;-0.079707
7.899500;0.242910;0.072816;-0.089298
7.900000;0.130750;0.113640;0.002573
7.900500;0.050011;0.111400;0.021995
7.901000;0.036312;0.036593;0.081862
7.901500;-0.046646;0.100900;0.102830
7.902000;-0.070197;0.070195;0.124120
7.902500;-0.075865;0.049990;0.160960
7.903000;-0.111000;0.059324;0.141360
7.903500;-0.132530;0.081976;0.152240
7.904000;-0.138130;0.090036;0.116840
7.904500;-0.097948;0.075053;0.089828
7.905000;-0.100050;0.104560;0.054452
7.905500;-0.076812;0.127780;0.027282
7.906000;-0.039461;0.116410;-0.016086
7.906500;0.020099;0.108140;-0.071616
7.907000;0.028202;0.159890;-0.135360
7.907500;0.052814;0.216260;-0.220270
7.908000;0.123050;0.112370;-0.258310
7.908500;0.104910;0.130240;-0.309320
7.909000;0.074989;0.278590;-0.317120
7.909500;0.128610;0.114180;-0.403090
7.910000;0.103020;0.137480;-0.337120
7.910500;0.088209;0.093249;-0.336100
7.911000;0.128850;0.020894;-0.255380
7.911500;0.088077;0.065217;-0.220810
7.912000;0.079864;0.024137;-0.135920
7.912500;0.070021;0.007560;-0.023474
7.913000;0.025560;-0.010101;0.056817
7.913500;-0.039251;0.019232;0.186640
7.914000;-0.053204;-0.020348;0.273970
7.914500;-0.057864;-0.043343;0.356650
7.915000;-0.134660;-0.013792;0.394540
7.915500;-0.128290;-0.060623;0.468180
7.916000;-0.148300;-0.070713;0.482920
7.916500;-0.166490;-0.066970;0.503950
7.917000;-0.149170;-0.107730;0.548490
7.917500;-0.138260;-0.123510;0.563520
7.918000;-0.146160;-0.094942;0.554230
7.918500;-0.099847;-0.146940;0.550530
7.919000;-0.053295;-0.160160;0.592050
7.919500;-0.052246;-0.133070;0.575810
7.920000;0.022335;-0.184090;0.627870
7.920500;0.061386;-0.168100;0.645280
7.921000;0.087002;-0.145610;0.638900
7.921500;0.121490;-0.157370;0.655480
7.922000;0.145010;-0.175220;0.671300
7.922500;0.130950;-0.168550;0.702760
7.923000;0.136350;-0.196210;0.747580
7.923500;0.114450;-0.184920;0.787530
7.924000;0.027192;-0.164860;0.816160
7.924500;-0.043403;-0.198060;0.880130
7.925000;-0.124620;-0.187470;0.957570
7.925500;-0.218690;-0.170510;0.993670
7.926000;-0.291800;-0.191580;1.042700
7.926500;-0.371080;-0.196270;1.056600
7.927000;-0.434540;-0.177260;1.048600
7.927500;-0.450080;-0.181260;1.027800
7.928000;-0.455620;-0.157100;0.991940
7.928500;-0.432370;-0.150000;0.920490
7.929000;-0.372450;-0.136790;0.836060
7.929500;-0.257090;-0.144500;0.738190
7.930000;-0.160390;-0.120320;0.636200
7.930500;-0.042058;-0.108720;0.533720
7.931000;0.075128;-0.097343;0.447560
7.931500;0.198700;-0.097743;0.367960
7.932000;0.304420;-0.102970;0.304670
7.932500;0.366390;-0.092985;0.236160
7.933000;0.416000;-0.108250;0.181690
7.933500;0.431260;-0.120770;0.157400
7.934000;0.387210;-0.098184;0.126040
7.934500;0.341470;-0.086882;0.120710
7.935000;0.293410;-0.094329;0.099872
7.935500;0.211930;-0.074664;0.082965
7.936000;0.156580;-0.091231;0.069377
7.936500;0.118760;-0.090501;0.076125
7.937000;0.081393;-0.072412;0.071470
7.937500;0.050540;-0.059145;0.072084
7.938000;0.023855;-0.058605;0.063798
7.938500;0.005809;-0.059993;0.065368
7.939000;-0.004194;-0.049135;0.071011
7.939500;-0.002836;-0.050392;0.091609
7.940000;0.028245;-0.060260;0.113020
7.940500;0.069815;-0.075876;0.118100
7.941000;0.125440;-0.082130;0.125260
7.941500;0.172710;-0.091777;0.097352
7.942000;0.217830;-0.115800;0.060732
7.942500;0.251040;-0.142420;0.038473
7.943000;0.260190;-0.129340;0.007401
7.943500;0.278210;-0.168650;-0.005019
7.944000;0.287240;-0.173330;-0.014383
7.944500;0.290570;-0.179880;-0.038086
7.945000;0.313830;-0.205540;-0.037186
7.945500;0.318290;-0.191780;-0.051971
7.946000;0.324010;-0.173570;-0.072862
7.946500;0.361110;-0.190430;-0.067353
7.947000;0.360490;-0.183630;-0.065662
7.947500;0.333590;-0.150370;-0.075682
7.948000;0.324390;-0.161180;-0.073145
7.948500;0.290010;-0.152120;-0.056338
7.949000;0.221850;-0.137320;-0.038463
7.949500;0.147430;-0.129910;-0.013250
7.950000;0.070306;-0.133370;0.000468
7.950500;-0.005553;-0.129790;0.017432
7.951000;-0.096303;-0.129140;0.037813
7.951500;-0.157680;-0.152240;0.074259
7.952000;-0.208390;-0.169700;0.097380
7.952500;-0.265330;-0.183540;0.107040
7.953000;-0.315920;-0.189600;0.100070
7.953500;-0.339110;-0.203210;0.080023
7.954000;-0.317050;-0.232210;0.079913
7.954500;-0.273590;-0.247870;0.068069
7.955000;-0.209770;-0.247440;0.034721
7.955500;-0.113180;-0.270060;0.000618
7.956000;-0.003919;-0.289620;-0.038782
7.956500;0.105940;-0.298260;-0.072145
7.957000;0.194780;-0.311400;-0.091811
7.957500;0.265830;-0.307870;-0.098602
7.958000;0.301020;-0.296770;-0.107300
7.958500;0.301480;-0.285520;-0.107710
7.959000;0.275190;-0.269820;-0.115490
7.959500;0.228420;-0.245040;-0.128420
7.960000;0.152180;-0.243690;-0.142420
7.960500;0.083520;-0.236700;-0.150930
7.961000;0.010788;-0.231420;-0.158910
7.961500;-0.050897;-0.231880;-0.172540
7.962000;-0.098733;-0.219640;-0.185520
7.962500;-0.130670;-0.219200;-0.207870
7.963000;-0.132290;-0.221080;-0.221210
7.963500;-0.124260;-0.222230;-0.238020
7.964000;-0.107900;-0.210570;-0.261940
7.964500;-0.065420;-0.199410;-0.271550
7.965000;-0.009542;-0.197570;-0.286390
7.965500;0.045142;-0.182890;-0.304040
7.966000;0.098434;-0.172420;-0.314910
7.966500;0.160930;-0.153890;-0.346290
7.967000;0.204900;-0.143120;-0.376380
7.967500;0.259790;-0.134370;-0.415660
7.968000;0.296160;-0.114190;-0.479100
7.968500;0.346400;-0.124060;-0.531100
7.969000;0.379660;-0.129470;-0.586230
7.969500;0.402570;-0.134440;-0.629450
7.970000;0.403370;-0.133510;-0.660260
7.970500;0.393570;-0.143090;-0.671360
7.971000;0.385250;-0.160360;-0.662830
7.971500;0.362990;-0.149730;-0.649140
7.972000;0.348960;-0.169800;-0.624160
7.972500;0.329060;-0.162810;-0.590130
7.973000;0.280750;-0.159370;-0.570440
7.973500;0.236560;-0.158210;-0.523930
7.974000;0.190010;-0.154750;-0.476810
7.974500;0.133550;-0.158240;-0.429200
7.975000;0.074977;-0.160910;-0.383510
7.975500;0.022651;-0.159820;-0.331510
7.976000;-0.016851;-0.169100;-0.287630
7.976500;-0.050647;-0.183620;-0.248110
7.977000;-0.097171;-0.169590;-0.192470
7.977500;-0.101690;-0.207980;-0.162560
7.978000;-0.120170;-0.211180;-0.109710
7.978500;-0.138650;-0.225260;-0.058624
7.979000;-0.128500;-0.252210;0.019332
7.979500;-0.110700;-0.247790;0.086982
7.980000;-0.072884;-0.264470;0.160150
7.980500;-0.027863;-0.274870;0.223340
7.981000;0.012604;-0.273530;0.271270
7.981500;0.056933;-0.260720;0.321860
7.982000;0.104830;-0.276600;0.347620
7.982500;0.123520;-0.267150;0.369690
7.983000;0.131390;-0.223800;0.375580
7.983500;0.172420;-0.261640;0.394970
7.984000;0.149480;-0.247010;0.406840
7.984500;0.155940;-0.213300;0.419840
7.985000;0.119280;-0.190820;0.396180
7.985500;0.143510;-0.242520;0.435410
7.986000;0.145430;-0.236270;0.460190
7.986500;0.090946;-0.215800;0.448410
7.987000;0.081059;-0.260400;0.477710
7.987500;0.025998;-0.272420;0.511200
7.988000;-0.030292;-0.281030;0.594460
7.988500;-0.092432;-0.281790;0.680250
7.989000;-0.157610;-0.287890;0.706920
7.989500;-0.200650;-0.297530;0.730020
7.990000;-0.204090;-0.305390;0.704750
7.990500;-0.200560;-0.280470;0.676930
7.991000;-0.148620;-0.288280;0.639000
7.991500;-0.097673;-0.279110;0.573390
7.992000;-0.039912;-0.279070;0.489200
7.992500;0.030664;-0.260120;0.412360
7.993000;0.096386;-0.252790;0.344690
7.993500;0.182160;-0.256460;0.314420
7.994000;0.228610;-0.213490;0.261390
7.994500;0.264370;-0.211130;0.213160
7.995000;0.311200;-0.202660;0.195970
7.995500;0.334640;-0.166710;0.148510
7.996000;0.348490;-0.162170;0.131040
7.996500;0.366050;-0.172080;0.115070
7.997000;0.361300;-0.159110;0.096145
7.997500;0.332020;-0.159710;0.089183
7.998000;0.299070;-0.161350;0.088128
7.998500;0.234160;-0.148280;0.079594
7.999000;0.161150;-0.146630;0.098464
7.999500;0.085494;-0.135120;0.124580
8.000000;0.012148;-0.130030;0.149690
8.000500;-0.040755;-0.148580;0.173110
8.000999;-0.074460;-0.159280;0.172630
8.001500;-0.095112;-0.168290;0.186510
8.002000;-0.109360;-0.168880;0.197150
8.002499;-0.098097;-0.181900;0.224590
8.003000;-0.079907;-0.188330;0.235480
8.003500;-0.066911;-0.185710;0.221850
8.004000;-0.057305;-0.190910;0.193370
8.004500;-0.027924;-0.200770;0.158670
8.005000;-0.007018;-0.196620;0.128730
8.005500;0.003564;-0.188600;0.102510
8.006000;0.016805;-0.181670;0.069392
8.006500;0.026468;-0.181670;0.011878
8.007000;0.040418;-0.175590;-0.028342
8.007500;0.023114;-0.163380;-0.076811
8.007999;0.001845;-0.147230;-0.104960
8.008500;0.000753;-0.144180;-0.135080
8.009000;-0.019853;-0.135050;-0.168320
8.009499;-0.035850;-0.133000;-0.199280
8.010000;-0.057442;-0.121620;-0.218520
8.010500;-0.074404;-0.119750;-0.241450
8.010999;-0.101590;-0.112880;-0.240570
8.011500;-0.113330;-0.092338;-0.251940
8.012000;-0.155250;-0.071102;-0.258430
8.012499;-0.169200;-0.077944;-0.267090
8.013000;-0.182730;-0.084364;-0.246830
8.013500;-0.239510;-0.061054;-0.226300
8.013999;-0.279130;-0.070885;-0.175180
8.014500;-0.335090;-0.087145;-0.126510
8.015000;-0.389380;-0.095267;-0.076413
8.015499;-0.429350;-0.101310;-0.025684
8.016000;-0.443610;-0.119060;0.005633
8.016500;-0.446300;-0.132170;0.035048
8.016999;-0.431630;-0.142080;0.048353
8.017500;-0.383270;-0.154000;0.039701
8.018000;-0.302200;-0.170990;0.028453
8.018499;-0.230250;-0.176940;0.008404
8.019000;-0.163460;-0.166700;-0.012777
8.019500;-0.092522;-0.160930;-0.031731
8.020000;-0.015570;-0.152980;-0.041054
8.020500;0.043794;-0.147950;-0.047833
8.021000;0.086969;-0.135210;-0.051626
8.021500;0.137330;-0.146390;-0.060051
8.022000;0.173690;-0.140800;-0.069670
8.022500;0.166500;-0.121300;-0.092654
8.023000;0.139280;-0.106770;-0.101060
8.023500;0.096661;-0.102260;-0.110030
8.023999;0.030394;-0.082859;-0.118700
8.024500;-0.044333;-0.062695;-0.138250
8.025000;-0.121250;-0.045210;-0.168980
8.025499;-0.180930;-0.038139;-0.209230
8.026000;-0.231430;-0.018912;-0.235920
8.026500;-0.264680;-0.010152;-0.271710
8.026999;-0.295860;-0.001602;-0.299850
8.027500;-0.302930;0.013472;-0.343640
8.028000;-0.295220;0.020966;-0.369280
8.028499;-0.265820;0.021280;-0.397190
8.029000;-0.208780;0.021336;-0.417630
8.029500;-0.129220;0.018035;-0.430520
8.029999;-0.046238;0.012898;-0.445930
8.030500;0.033617;0.020017;-0.461550
8.031000;0.126720;0.011905;-0.500920
8.031499;0.196550;0.022603;-0.543870
8.032000;0.254250;0.027571;-0.595850
8.032500;0.285860;0.049944;-0.647780
8.032999;0.318480;0.057762;-0.692490
8.033500;0.325110;0.055464;-0.728980
8.034000;0.311880;0.082398;-0.743890
8.034499;0.305590;0.078651;-0.768260
8.035000;0.288920;0.057328;-0.765280
8.035500;0.264490;0.065331;-0.747940
8.036000;0.244990;0.048191;-0.736090
8.036500;0.198840;0.037190;-0.689010
8.037000;0.172370;0.031625;-0.675410
8.037500;0.109910;0.042688;-0.632040
8.038000;0.051437;0.040799;-0.588370
8.038500;-0.024997;0.065210;-0.545640
8.039000;-0.088888;0.083519;-0.497010
8.039500;-0.126380;0.090569;-0.451020
8.039999;-0.152560;0.105860;-0.435430
8.040500;-0.150720;0.120540;-0.455250
8.041000;-0.128600;0.130850;-0.486060
8.041499;-0.084655;0.130490;-0.509490
8.042000;-0.040812;0.136560;-0.538100
8.042500;0.002996;0.136920;-0.567010
8.042999;0.062598;0.126880;-0.604950
8.043500;0.113460;0.130240;-0.640370
8.044000;0.166650;0.126450;-0.676220
8.044499;0.215750;0.123040;-0.708460
8.045000;0.252570;0.123020;-0.722120
8.045500;0.276870;0.128600;-0.732000
8.045999;0.277370;0.138620;-0.729050
8.046500;0.268240;0.133110;-0.713600
8.047000;0.222230;0.134560;-0.673160
8.047499;0.141240;0.153010;-0.633480
8.048000;0.048870;0.159890;-0.569760
8.048500;-0.061832;0.166440;-0.495850
8.048999;-0.189170;0.182270;-0.417840
8.049500;-0.307670;0.186570;-0.335850
8.050000;-0.401600;0.186390;-0.260510
8.050500;-0.487040;0.193120;-0.190310
8.051000;-0.549170;0.196350;-0.125600
8.051500;-0.576640;0.187810;-0.064653
8.052000;-0.570450;0.175470;0.009620
8.052500;-0.542390;0.167890;0.066644
8.053000;-0.494010;0.164250;0.127460
8.053500;-0.428410;0.149450;0.176590
8.054000;-0.369090;0.154630;0.214600
8.054500;-0.309200;0.150310;0.240830
8.055000;-0.264090;0.148750;0.274670
8.055500;-0.227660;0.154990;0.296250
8.055999;-0.202560;0.148590;0.320520
8.056500;-0.195350;0.153020;0.324640
8.057000;-0.197270;0.162230;0.305550
8.057499;-0.210840;0.164570;0.282250
8.058000;-0.215110;0.155790;0.252120
8.058500;-0.206200;0.151700;0.210430
8.058999;-0.191130;0.143030;0.161600
8.059500;-0.153540;0.141840;0.105830
8.060000;-0.108560;0.140000;0.043507
8.060499;-0.037580;0.134230;-0.003162
8.061000;0.025304;0.152460;-0.043228
8.061500;0.072352;0.166960;-0.072703
8.061999;0.122000;0.187540;-0.090680
8.062500;0.166160;0.199550;-0.124260
8.063000;0.185600;0.212080;-0.155660
8.063499;0.189390;0.219000;-0.177850
8.064000;0.161910;0.232050;-0.189720
8.064500;0.112560;0.240190;-0.189480
8.064999;0.042141;0.237230;-0.169300
8.065500;-0.053508;0.239310;-0.136900
8.066000;-0.142870;0.225960;-0.114540
8.066500;-0.234260;0.222080;-0.085229
8.067000;-0.311770;0.210950;-0.071365
8.067500;-0.384360;0.199740;-0.043640
8.068000;-0.437990;0.195410;-0.032143
8.068500;-0.466860;0.194590;-0.020967
8.069000;-0.484830;0.197710;-0.024199
8.069500;-0.485690;0.211950;-0.026852
8.070000;-0.463210;0.229210;-0.028751
8.070499;-0.413760;0.236370;-0.019393
8.071000;-0.357220;0.258690;-0.009062
8.071500;-0.286380;0.275280;0.006880
8.071999;-0.217240;0.289310;0.027187
8.072500;-0.180940;0.305560;0.064277
8.073000;-0.155760;0.311220;0.107690
8.073499;-0.154060;0.322840;0.145000
8.074000;-0.174850;0.324190;0.185740
8.074500;-0.211620;0.330170;0.237340
8.074999;-0.256240;0.336840;0.282920
8.075500;-0.324860;0.364090;0.304200
8.076000;-0.370770;0.369020;0.325490
8.076499;-0.412680;0.386020;0.313390
8.077000;-0.443820;0.401150;0.290730
8.077500;-0.457510;0.418050;0.263160
8.077999;-0.444930;0.434200;0.229670
8.078500;-0.419170;0.446660;0.201070
8.079000;-0.382860;0.463030;0.161400
8.079499;-0.310760;0.462360;0.123110
8.080000;-0.239260;0.454430;0.085075
8.080500;-0.150170;0.466820;0.045971
8.080999;-0.051464;0.477350;-0.009606
8.081500;0.036698;0.479750;-0.061844
8.082000;0.123730;0.482090;-0.120070
8.082500;0.176860;0.485610;-0.178970
8.083000;0.210130;0.484550;-0.241020
8.083500;0.206320;0.500250;-0.283730
8.084000;0.174890;0.506080;-0.312630
8.084500;0.129270;0.500310;-0.315200
8.085000;0.053846;0.510170;-0.320000
8.085500;-0.012980;0.517060;-0.309570
8.086000;-0.063540;0.457960;-0.309420
8.086499;-0.110930;0.451380;-0.246850
8.087000;-0.181250;0.441730;-0.203730
8.087500;-0.196090;0.396840;-0.112430
8.087999;-0.208520;0.382340;-0.030793
8.088500;-0.243840;0.408860;0.014526
8.089000;-0.254070;0.388430;0.062400
8.089499;-0.253500;0.389640;0.085119
8.090000;-0.231950;0.422410;0.093752
8.090500;-0.167140;0.420420;0.084318
8.090999;-0.053986;0.412740;0.067721
8.091500;0.043442;0.424820;0.013182
8.092000;0.143970;0.425960;-0.031675
8.092499;0.258020;0.420820;-0.082437
8.093000;0.357970;0.423550;-0.121340
8.093500;0.426100;0.411750;-0.142080
8.093999;0.474140;0.396890;-0.143680
8.094500;0.472490;0.400640;-0.166110
8.095000;0.459570;0.381760;-0.164170
8.095499;0.425740;0.370380;-0.150140
8.096000;0.324820;0.392640;-0.166900
8.096500;0.246270;0.373120;-0.170920
8.096999;0.162790;0.369220;-0.171770
8.097500;0.049166;0.395840;-0.204450
8.098000;-0.047441;0.389120;-0.216580
8.098500;-0.142910;0.374810;-0.248500
8.099000;-0.230120;0.389110;-0.265740
8.099500;-0.300250;0.381100;-0.281920
8.100000;-0.357210;0.366790;-0.290100
8.100500;-0.398090;0.364520;-0.314880
8.101000;-0.397310;0.335770;-0.340750
8.101500;-0.386030;0.336830;-0.368110
8.102000;-0.339830;0.299180;-0.395610
8.102499;-0.295260;0.286250;-0.415600
8.103000;-0.240220;0.279300;-0.445950
8.103500;-0.179510;0.261320;-0.486140
8.103999;-0.139980;0.253920;-0.517900
8.104500;-0.078418;0.238550;-0.557030
8.105000;-0.066707;0.245030;-0.602840
8.105499;-0.044602;0.225080;-0.641490
8.106000;-0.006169;0.207230;-0.669900
8.106500;-0.018195;0.215440;-0.704520
8.106999;-0.009033;0.210180;-0.716500
8.107500;-0.001353;0.186110;-0.721500
8.108000;-0.016171;0.186870;-0.702720
8.108499;-0.033407;0.189740;-0.673800
8.109000;-0.065017;0.205230;-0.639980
8.109500;-0.107380;0.217240;-0.583720
8.109999;-0.125130;0.216860;-0.533170
8.110500;-0.157580;0.222820;-0.489020
8.111000;-0.184980;0.232630;-0.455360
8.111499;-0.205110;0.241100;-0.430080
8.112000;-0.206260;0.241220;-0.404730
8.112500;-0.192260;0.245180;-0.375530
8.113000;-0.175210;0.245970;-0.377950
8.113500;-0.144640;0.236680;-0.378720
8.114000;-0.101090;0.233270;-0.381350
8.114500;-0.076106;0.233910;-0.377320
8.115000;-0.043999;0.225640;-0.353630
8.115500;0.004983;0.225070;-0.328600
8.116000;0.031570;0.214440;-0.319700
8.116500;0.068560;0.211190;-0.310070
8.117000;0.102410;0.189630;-0.289920
8.117500;0.133210;0.187200;-0.263290
8.118000;0.165250;0.182360;-0.242140
8.118499;0.169450;0.193190;-0.243780
8.119000;0.165350;0.198790;-0.240680
8.119500;0.167220;0.222420;-0.263860
8.119999;0.147360;0.241810;-0.270900
8.120500;0.125140;0.250510;-0.269920
8.121000;0.107030;0.268720;-0.281900
8.121499;0.080366;0.281770;-0.301030
8.122000;0.059021;0.288430;-0.298360
8.122500;0.031888;0.292420;-0.294110
8.122999;-0.005557;0.293890;-0.270220
8.123500;-0.033841;0.285980;-0.240590
8.124000;-0.079965;0.285420;-0.194010
8.124499;-0.139220;0.284590;-0.150490
8.125000;-0.178940;0.266820;-0.089675
8.125500;-0.219420;0.244250;-0.028003
8.125999;-0.244140;0.232790;0.049779
8.126500;-0.270780;0.219750;0.124490
8.127000;-0.280030;0.197340;0.180860
8.127499;-0.293760;0.183610;0.223320
8.128000;-0.297970;0.174690;0.257240
8.128500;-0.298530;0.164900;0.269260
8.129000;-0.284800;0.156530;0.273450
8.129500;-0.251210;0.144140;0.269830
8.130000;-0.202140;0.130340;0.239790
8.130500;-0.158080;0.120920;0.190910
8.131000;-0.089190;0.097483;0.142000
8.131500;-0.021452;0.092208;0.086011
8.132000;0.030307;0.086450;0.027356
8.132500;0.071413;0.069989;-0.023721
8.132999;0.106450;0.054807;-0.067066
8.133500;0.114570;0.044009;-0.090375
8.134000;0.093390;0.051374;-0.118800
8.134499;0.061046;0.040234;-0.121360
8.135000;0.029713;0.029335;-0.121880
8.135500;-0.006241;0.022384;-0.122580
8.135999;-0.035083;0.017416;-0.141900
8.136500;-0.053008;0.003095;-0.166580
8.137000;-0.064519;-0.000178;-0.183300
8.137499;-0.069131;-0.004438;-0.190560
8.138000;-0.062687;0.002167;-0.181260
8.138500;-0.046586;-0.003692;-0.183260
8.138999;-0.031809;-0.016073;-0.181590
8.139500;-0.022188;-0.004883;-0.190550
8.140000;-0.000258;0.000199;-0.195090
8.140499;0.029688;0.009603;-0.181400
8.141000;0.068349;0.008981;-0.182150
8.141500;0.109640;0.027846;-0.184810
8.141999;0.142550;0.029417;-0.189060
8.142500;0.169010;0.036716;-0.200940
8.143000;0.191350;0.039302;-0.192500
8.143499;0.200810;0.029572;-0.183300
8.144000;0.176880;0.049565;-0.154230
8.144500;0.135690;0.047221;-0.149910
8.145000;0.080754;0.067310;-0.127680
8.145500;0.019608;0.054364;-0.108450
8.146000;-0.035706;0.052784;-0.081518
8.146500;-0.088470;0.062791;-0.073081
8.147000;-0.116170;0.050135;-0.060959
8.147500;-0.126920;0.037055;-0.048906
8.148000;-0.132480;0.021391;-0.036604
8.148500;-0.123330;0.019493;-0.026365
8.148999;-0.111260;0.007233;-0.013042
8.149500;-0.102540;0.007624;0.025315
8.150000;-0.088687;0.012180;0.050042
8.150499;-0.086485;0.019908;0.072916
8.151000;-0.074783;0.024227;0.097885
8.151500;-0.069479;0.031675;0.101710
8.151999;-0.081799;0.048135;0.107370
8.152500;-0.077181;0.048528;0.094809
8.153000;-0.068099;0.051777;0.074059
8.153499;-0.063694;0.062693;0.031478
8.154000;-0.070661;0.071014;-0.019718
8.154500;-0.071399;0.074935;-0.083502
8.154999;-0.062717;0.074919;-0.141160
8.155500;-0.058076;0.064640;-0.200380
8.156000;-0.044136;0.064687;-0.248490
8.156499;-0.016997;0.062090;-0.287370
8.157000;0.006435;0.064480;-0.323000
8.157500;0.028038;0.059090;-0.370840
8.157999;0.050679;0.038407;-0.381730
8.158500;0.087459;0.061003;-0.378510
8.159000;0.150910;0.017535;-0.355000
8.159499;0.166370;-0.008062;-0.311960
8.160000;0.203060;-0.008387;-0.252440
8.160500;0.177290;0.002681;-0.218410
8.161000;0.175260;-0.040190;-0.136660
8.161500;0.159330;-0.047542;-0.036354
8.162000;0.115120;-0.005722;0.002399
8.162500;0.096291;-0.027646;0.053811
8.163000;0.080335;-0.056238;0.088823
8.163500;0.053804;-0.042825;0.127290
8.164000;0.039096;-0.035218;0.129880
8.164500;0.054706;-0.057417;0.142010
8.164999;0.040891;-0.042106;0.123970
8.165500;0.043252;-0.025971;0.089956
8.166000;0.055832;-0.040032;0.043075
8.166499;0.081563;-0.038216;-0.005819
8.167000;0.132680;-0.022835;-0.064397
8.167500;0.188180;-0.043706;-0.114660
8.167999;0.240080;-0.055120;-0.161490
8.168500;0.271970;0.027815;-0.207800
8.169000;0.357610;-0.031395;-0.263360
8.169499;0.367050;0.043038;-0.275920
8.170000;0.369060;0.045852;-0.320740
8.170500;0.416560;0.002956;-0.294020
8.170999;0.364620;0.065491;-0.320860
8.171500;0.303340;0.084272;-0.330990
8.172000;0.261080;0.039216;-0.287310
8.172499;0.173380;0.050829;-0.273470
8.173000;0.056190;0.077072;-0.241330
8.173500;-0.021896;0.037838;-0.198020
8.173999;-0.108230;0.035794;-0.176130
8.174500;-0.197150;0.024880;-0.167120
8.175000;-0.261740;0.007670;-0.119970
8.175500;-0.314270;-0.004715;-0.120500
8.176000;-0.348340;-0.013350;-0.099085
8.176500;-0.386580;-0.025683;-0.079178
8.177000;-0.394350;-0.038227;-0.036311
8.177500;-0.393300;-0.035077;-0.002109
8.178000;-0.360360;-0.060242;0.037992
8.178500;-0.331790;-0.057812;0.069830
8.179000;-0.327420;-0.032663;0.064192
8.179500;-0.273140;-0.062860;0.098561
8.180000;-0.216120;-0.058424;0.105350
8.180500;-0.208820;-0.040462;0.097667
8.180999;-0.173290;-0.069117;0.103440
8.181500;-0.120950;-0.083856;0.093753
8.182000;-0.120880;-0.076166;0.075137
8.182499;-0.092230;-0.090180;0.080140
8.183000;-0.068282;-0.079719;0.049658
8.183500;-0.067122;-0.076970;0.036865
8.183999;-0.038293;-0.083404;0.031069
8.184500;-0.018904;-0.052914;0.031944
8.185000;0.000371;-0.040775;0.035078
8.185499;0.018963;-0.034549;0.040108
8.186000;0.018882;-0.016144;0.024705
8.186500;0.023392;0.012541;0.022814
8.186999;0.030143;0.020402;0.009129
8.187500;0.043715;0.053282;0.000166
8.188000;0.063335;0.072761;-0.014274
8.188499;0.097884;0.069546;-0.048061
8.189000;0.132910;0.076938;-0.078005
8.189500;0.173900;0.084386;-0.114870
8.189999;0.206810;0.091377;-0.140530
8.190500;0.231280;0.087944;-0.162180
8.191000;0.266130;0.077981;-0.170420
8.191500;0.293520;0.084419;-0.181670
8.192000;0.324630;0.094337;-0.189160
8.192500;0.368190;0.082885;-0.197460
8.193000;0.418070;0.085010;-0.186080
8.193500;0.436090;0.111190;-0.207920
8.194000;0.454360;0.111540;-0.224730
8.194500;0.488540;0.107290;-0.235230
8.195000;0.495480;0.130770;-0.251470
8.195499;0.469360;0.139830;-0.250430
8.196000;0.452040;0.143380;-0.216040
8.196500;0.431150;0.156820;-0.185210
8.196999;0.402260;0.169010;-0.135650
8.197500;0.360600;0.168200;-0.091289
8.198000;0.319950;0.170830;-0.051444
8.198499;0.270680;0.160090;-0.005068
8.199000;0.202150;0.165370;0.018793
