Time,Roll (rad),Pitch (rad),Yaw (rad),Heave,Sway,Surge,fkRoll (deg),fkPitch (deg),fkYaw (deg)
2024-05-13 17:37:36.471606,0.4300000071525574,-2.430000066757202,22.5,0.0,0.0,0.0,-0.00044418356264941394,-0.0012845703167840838,-9.469195902056526e-06,Captured Data
2024-05-13 17:37:36.670723,0.4300000071525574,-2.430000066757202,22.5,0.0,0.0,0.0,-0.00044418356264941394,-0.0012845703167840838,-9.469195902056526e-06,Captured Data
2024-05-13 17:37:36.870842,-1.3233333826065063,-1.9566667079925537,22.5,0.0,0.0,0.0,-0.00045121219591237605,0.00043323051068000495,-3.6428267776500434e-05,Captured Data
2024-05-13 17:37:37.071106,-4.829999923706055,-1.0099999904632568,22.5,0.0,0.0,0.0,-0.00029575868393294513,0.002093322342261672,-0.0001216871605720371,Captured Data
2024-05-13 17:37:37.271225,-7.159999847412109,1.0399999618530273,22.5,0.0,0.0,0.0,-0.00010644018038874492,0.0032786668743938208,-0.00015887765039224178,Captured Data
2024-05-13 17:37:37.471342,-6.929999828338623,1.8233333826065063,22.5,0.0,0.0,0.0,-0.005255379714071751,0.009890989400446415,0.0034892549738287926,Captured Data
2024-05-13 17:37:37.671462,-6.46999979019165,3.390000104904175,22.5,0.0,0.0,0.0,-0.01797143928706646,0.023582667112350464,0.01213003695011139,Captured Data
2024-05-13 17:37:37.871578,-4.809999942779541,3.799999952316284,22.5,0.0,0.0,0.0,-0.030974948778748512,0.03772002086043358,0.021625181660056114,Captured Data
2024-05-13 17:37:38.070696,-4.328333377838135,3.8350000381469727,22.5,0.0,0.0,0.0,-0.04302488639950752,0.04608829319477081,0.03467441722750664,Captured Data
2024-05-13 17:37:38.270813,-1.9199999570846558,4.010000228881836,22.5,0.0,0.0,0.0,-0.04306013137102127,0.04988079518079758,0.05964934825897217,Captured Data
2024-05-13 17:37:38.470931,-1.9199999570846558,4.010000228881836,22.5,0.0,0.0,0.0,-0.0351029634475708,0.050514522939920425,0.09276685863733292,Captured Data
2024-05-13 17:37:38.671050,-1.3899999856948853,4.296666622161865,22.5,0.0,0.0,0.0,-0.02363465167582035,0.05014261230826378,0.13532400131225586,Captured Data
2024-05-13 17:37:38.871167,1.2599999904632568,5.730000019073486,22.5,0.0,0.0,0.0,-0.01869576796889305,0.050516527146101,0.18059206008911133,Captured Data
2024-05-13 17:37:39.071286,1.2599999904632568,5.730000019073486,22.5,0.0,0.0,0.0,-0.006616555154323578,0.05407334119081497,0.22920769453048706,Captured Data
2024-05-13 17:37:39.271404,1.7633333206176758,5.570000171661377,22.5,0.0,0.0,0.0,0.009935273788869381,0.06134120002388954,0.27419620752334595,Captured Data
2024-05-13 17:37:39.471523,2.7699999809265137,5.25,22.5,0.0,0.0,0.0,0.01813552714884281,0.07111119478940964,0.304209440946579,Captured Data
2024-05-13 17:37:39.670640,1.9700000286102295,3.880000114440918,22.5,0.0,0.0,0.0,0.026552628725767136,0.07844215631484985,0.32328659296035767,Captured Data
2024-05-13 17:37:39.870758,1.6200000047683716,3.448333263397217,22.5,0.0,0.0,0.0,0.03162659332156181,0.07441604882478714,0.3358381390571594,Captured Data
2024-05-13 17:37:40.070875,-0.12999999523162842,1.2899999618530273,22.5,0.0,0.0,0.0,0.02977624349296093,0.06391558051109314,0.3451901376247406,Captured Data
2024-05-13 17:37:40.270995,-0.12999999523162842,1.2899999618530273,22.5,0.0,0.0,0.0,0.019708797335624695,0.047422442585229874,0.3571928143501282,Captured Data
2024-05-13 17:37:40.471110,-0.23000000417232513,-0.8799999952316284,22.5,0.0,0.0,0.0,0.0059848977252841,0.03015420213341713,0.37040141224861145,Captured Data
2024-05-13 17:37:40.671229,0.7799999713897705,-1.590000033378601,22.5,0.0,0.0,0.0,-0.00017694309644866735,0.014515486545860767,0.37965184450149536,Captured Data
2024-05-13 17:37:40.871348,0.7799999713897705,-1.590000033378601,22.5,0.0,0.0,0.0,0.0027152386028319597,-0.006878591608256102,0.38254106044769287,Captured Data
2024-05-13 17:37:41.071464,0.5600000023841858,-1.5166666507720947,22.5,0.0,0.0,0.0,0.009575407952070236,-0.018615568056702614,0.37819716334342957,Captured Data
2024-05-13 17:37:41.271582,0.44999998807907104,-1.4800000190734863,22.5,0.0,0.0,0.0,0.010910888202488422,-0.022252438589930534,0.3768283724784851,Captured Data
2024-05-13 17:37:41.470701,-1.909999966621399,-0.699999988079071,22.5,0.0,0.0,0.0,0.010116939432919025,-0.02326912432909012,0.3773641884326935,Captured Data
2024-05-13 17:37:41.670818,-3.0899999141693115,-0.3100000023841858,22.5,0.0,0.0,0.0,-0.0005918301176279783,-0.02164580672979355,0.3780807852745056,Captured Data
2024-05-13 17:37:41.870937,-3.4200000762939453,1.190000057220459,22.5,0.0,0.0,0.0,-0.022574039176106453,-0.014096656814217567,0.3720978796482086,Captured Data
2024-05-13 17:37:42.071055,-3.4200000762939453,1.190000057220459,22.5,0.0,0.0,0.0,-0.03980952501296997,-0.0015191255370154977,0.365520179271698,Captured Data
2024-05-13 17:37:42.271172,-2.2066667079925537,2.0833332538604736,22.5,0.0,0.0,0.0,-0.048357415944337845,0.012150307185947895,0.36341461539268494,Captured Data
