Time,Roll (rad),Pitch (rad),Yaw (rad),Heave,Sway,Surge,fkRoll (deg),fkPitch (deg),fkYaw (deg)
2024-05-13 17:12:08.209272,0.05235987901687622,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.215428,0.05233404040336609,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.245445,0.05225655809044838,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.295706,0.05212750285863876,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.345736,0.05194700509309769,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.395766,0.05171523988246918,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.445796,0.05143244192004204,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.495825,0.05109888315200806,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.545856,0.050714895129203796,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.595887,0.05028086155653,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.645915,0.04979720339179039,0.0,0.0,0.0,0.0,0.0,-0.0005306358798407018,-0.0015165803488343954,-3.8660899008391425e-05,Generated Data
2024-05-13 17:12:08.695946,0.04926440119743347,0.0,0.0,0.0,0.0,0.0,-0.0005392325692810118,-0.00152431963942945,-3.376726454007439e-05,Generated Data
2024-05-13 17:12:08.745974,0.048682983964681625,0.0,0.0,0.0,0.0,0.0,-0.0005899176467210054,-0.00110945466440171,2.9769737011520192e-05,Generated Data
2024-05-13 17:12:08.796006,0.048053521662950516,0.0,0.0,0.0,0.0,0.0,-0.00038378569297492504,-0.0006547567318193614,-3.9773814933141693e-05,Generated Data
2024-05-13 17:12:08.846035,0.04737663269042969,0.0,0.0,0.0,0.0,0.0,-0.0004808168450836092,-0.0002674841380212456,-0.00016512238653376698,Generated Data
2024-05-13 17:12:08.896064,0.04665299132466316,0.0,0.0,0.0,0.0,0.0,-0.0004646488232538104,0.00019448838429525495,-0.0002171641681343317,Generated Data
2024-05-13 17:12:08.946093,0.045883309096097946,0.0,0.0,0.0,0.0,0.0,-0.0003148193936794996,0.0007089550490491092,-7.773385004838929e-05,Generated Data
2024-05-13 17:12:08.996125,0.045068345963954926,0.0,0.0,0.0,0.0,0.0,-0.0002986509643960744,0.00098930555395782,-0.00023692607646808028,Generated Data
2024-05-13 17:12:09.046155,0.04420890659093857,0.0,0.0,0.0,0.0,0.0,-0.00012964096094947308,0.0014231812674552202,-0.00024952026433311403,Generated Data
2024-05-13 17:12:09.096185,0.043305836617946625,0.0,0.0,0.0,0.0,0.0,0.00019156283815391362,0.0021486757323145866,-0.00022037287999410182,Generated Data
