sTimestamp,sRoll,sPitch,sYaw,sAcc_x,sAcc_y,sAcc_z,sGyro_x,sGyro_y,sGyro_z
2024-05-13 17:19:43.508105,0.38671004960219524,0.056649288821288245,171.20314482970846,0.005669122561812401,-0.004365725442767143,-1.000616192817688,0.0010568624129518867,-0.0013166364515200257,0.000588921015150845
2024-05-13 17:19:43.534047,0.38675329857346313,0.057041257636303674,171.19783094253418,0.005339611321687698,-0.004386927466839552,-1.000798225402832,5.842551036039367e-05,-0.0016803308390080929,0.0010664021829143167
2024-05-13 17:19:43.541335,0.3860656639426868,0.05719874552350404,171.1956452819998,0.005546571221202612,-0.0041421507485210896,-1.0002561807632446,0.0005507533787749708,-0.0015811497578397393,0.000648132583592087
2024-05-13 17:19:43.577062,0.38564603419555415,0.05745998024893719,171.1925853572516,0.005388489458709955,-0.004443739540874958,-1.00077223777771,0.0005643614567816257,-0.0013124041724950075,0.0005830457666888833
2024-05-13 17:19:43.586201,0.38487214174608,0.05758088927148096,171.18632890397188,0.005414052400738001,-0.004376733209937811,-0.9999986290931702,0.00020259100710973144,-0.0014286271762102842,0.0007535508484579623
2024-05-13 17:19:43.597429,0.38428498560129687,0.057266500466462034,171.18162973382292,0.0054628183133900166,-0.004229724872857332,-1.0005179643630981,-0.0003356406814418733,-0.0014366988325491548,0.001852810732088983
2024-05-13 17:19:43.637115,0.3844825808395512,0.057599705642231554,171.1790342619383,0.00556567357853055,-0.004358470905572176,-1.0003087520599365,0.0006387520115822554,-0.000738111324608326,0.0009008088381960988
2024-05-13 17:19:43.648934,0.38425107477928483,0.05831372721476234,171.1774906391859,0.005465457681566477,-0.004292110912501812,-1.000298261642456,0.0006205671816132963,-0.0019564032554626465,0.0007543666870333254
2024-05-13 17:19:43.672983,0.383975092448134,0.05736491788951237,171.1786244505881,0.0054012746550142765,-0.00444624712690711,-1.0006312131881714,0.0003424950991757214,-0.002058307407423854,0.0010544935939833522
2024-05-13 17:19:43.697210,0.3837390507153719,0.05793149675539947,171.17634316740532,0.005627969279885292,-0.004189237952232361,-1.0003070831298828,0.0009754103957675397,-0.002366821514442563,0.0017887168796733022
2024-05-13 17:19:43.711670,0.3833505036650481,0.05832674726286768,171.17301003509036,0.005599374417215586,-0.004152341280132532,-1.001036524772644,0.0007375150453299284,-0.0015048300847411156,0.002027500420808792
2024-05-13 17:19:43.732929,0.38325685536822485,0.05817798387511495,171.1697452046671,0.005479728803038597,-0.004715931601822376,-1.0005817413330078,0.0008520465344190598,-0.0012460334692150354,0.0010972950840368867
2024-05-13 17:19:43.762313,0.38377149411392947,0.05878293586433709,171.1697452046671,0.005700807552784681,-0.004370921291410923,-1.0012047290802002,0.0012022503651678562,-0.0016415989957749844,0.000524879083968699
2024-05-13 17:19:43.774029,0.3833584010712759,0.058841752864435895,171.16892558196668,0.0055351159535348415,-0.004400209523737431,-1.0008500814437866,0.0011465135030448437,-0.0006773258210159838,0.0008690787944942713
2024-05-13 17:19:43.792948,0.38264939541891685,0.058314854462779654,171.1628193928487,0.005974219646304846,-0.004236592445522547,-1.0012974739074707,0.0003155834856443107,-0.0017826467519626021,0.0006375940283760428
2024-05-13 17:19:43.817054,0.3821488706188019,0.05807813237914318,171.15627607162384,0.005500308237969875,-0.004169354680925608,-1.0009899139404297,0.00034735092776827514,-0.0023227003403007984,0.0005367674166336656
2024-05-13 17:19:43.825691,0.38218336841019573,0.05826580249875986,171.1530932034706,0.005645325873047113,-0.004414946306496859,-1.0010358095169067,0.0004999941447749734,-0.0020801157224923372,0.0010317763080820441
2024-05-13 17:19:43.837835,0.38119104330941334,0.057174006098082576,171.1533664110374,0.0056267231702804565,-0.004212966188788414,-1.000847339630127,0.0002612574608065188,-0.002454729750752449,0.0007422300986945629
2024-05-13 17:19:43.876529,0.38134128079072716,0.05664722108823873,171.1563033923805,0.005411473102867603,-0.004455159418284893,-1.0008814334869385,0.0007316507981158793,-0.0020518102683126926,0.0009584337822161615
2024-05-13 17:19:43.884945,0.3808566308443472,0.057465909973714674,171.155278864005,0.005579674616456032,-0.0042406534776091576,-1.0009102821350098,-9.246496483683586e-05,-0.001191860530525446,0.0006889277137815952
2024-05-13 17:19:43.898820,0.38071805270938996,0.05743333317302488,171.1502245240192,0.005167576018720865,-0.004390107002109289,-1.0006951093673706,0.0007159597589634359,-0.0019480655901134014,0.0001562856778036803
2024-05-13 17:19:43.936639,0.38146072905992306,0.057759474705892995,171.14567561803196,0.005454386118799448,-0.004405238199979067,-1.0003741979599,0.0011845635017380118,-0.0018006936879828572,0.002436539391055703
2024-05-13 17:19:43.946301,0.3810629772624756,0.05754095534319886,171.14577124068035,0.005465568043291569,-0.0041487980633974075,-1.000669002532959,0.0005663137417286634,-0.0012703242246061563,0.0016660351539030671
2024-05-13 17:19:43.979037,0.3808702378618343,0.05751689626865176,171.14638595770563,0.005252080038189888,-0.004216680768877268,-1.000216007232666,0.0004693482769653201,-0.0018377037486061454,0.0011566437315195799
2024-05-13 17:19:43.993284,0.38085249537824817,0.05761183189605097,171.14496527835828,0.0053415801376104355,-0.004195050336420536,-1.0006781816482544,0.0008469747845083475,-0.0014370641438290477,0.0005398450302891433
2024-05-13 17:19:44.014947,0.3797293561466042,0.058021503174012896,171.14226052344696,0.005170952063053846,-0.004452442284673452,-1.0005578994750977,0.00018280072254128754,-0.0015166120138019323,0.0007095460314303637
2024-05-13 17:19:44.032256,0.37918747668549885,0.0578512286924386,171.13578550411378,0.005350534804165363,-0.0042015379294753075,-1.0005775690078735,0.0006267295102588832,-0.001570837921462953,0.0011292650597169995
2024-05-13 17:19:44.055388,0.37985261971678175,0.05830950503727736,171.1295153904557,0.005518984515219927,-0.004316441249102354,-1.0008748769760132,0.0013136272318661213,-0.0014174155658110976,0.0009813569486141205
2024-05-13 17:19:44.074872,0.37910458060053315,0.05849986320985841,171.13395501341623,0.00571258831769228,-0.004180448595434427,-1.0006228685379028,0.0003461411106400192,-0.0009532776894047856,0.0017669772496446967
2024-05-13 17:19:44.092199,0.37909492228615993,0.059590619073904325,171.13667342870588,0.0058481162413954735,-0.004054183140397072,-1.0014050006866455,0.0008670531678944826,-0.0003268857253715396,0.0007846785592846572
2024-05-13 17:19:44.108735,0.37970745151649254,0.05907479304922291,171.13752037216298,0.005636283662170172,-0.0045401109382510185,-1.0005508661270142,0.0013251964701339602,-0.0006815027445554733,0.0014680377207696438
2024-05-13 17:19:44.119480,0.3792284845009454,0.05889029790035323,171.14202829701517,0.005883361212909222,-0.004238981753587723,-1.0011231899261475,0.0010964381508529186,-0.0012784217251464725,0.0007980367518030107
2024-05-13 17:19:44.152781,0.379185208849251,0.05874209480155585,171.14219222155526,0.005639487877488136,-0.004411045927554369,-1.0004271268844604,0.0009007023181766272,-0.0014400954823940992,0.0012414267985150218
2024-05-13 17:19:44.166898,0.3793871796774424,0.05840995684284415,171.14402271225282,0.0055557978339493275,-0.004257003776729107,-1.001194953918457,0.0018900242866948247,-0.0021037294063717127,0.001235747942700982
2024-05-13 17:19:44.180141,0.37988637045623513,0.05892884444646017,171.1439407499828,0.005469049327075481,-0.0044598751701414585,-1.000767707824707,0.001547832740470767,0.00014978396939113736,0.0006738337106071413
2024-05-13 17:19:44.212200,0.37978581192896255,0.05931196870010896,171.14745146721617,0.005498691461980343,-0.004253581166267395,-1.001017451286316,0.0016031732084229589,-0.0009369268664158881,0.0009687083656899631
2024-05-13 17:19:44.228952,0.3809281077067943,0.05882053525530522,171.15096218444955,0.005276973359286785,-0.004116240888834,-1.0010584592819214,0.0017035978380590677,-0.0017467278521507978,0.0013602998806163669
2024-05-13 17:19:44.255076,0.3800540035755913,0.059494843013072084,171.15291561855219,0.005363279953598976,-0.004533651750534773,-1.0008482933044434,0.0007420158945024014,8.180760778486729e-05,0.0024668641854077578
2024-05-13 17:19:44.272113,0.3802912459275435,0.05981714923463867,171.1527243732554,0.005324771162122488,-0.004213192965835333,-1.0007784366607666,0.0014924240531399846,-0.001350488280877471,0.001870425185188651
2024-05-13 17:19:44.296068,0.3804154166322202,0.059837713173321434,171.15037478818093,0.005182676017284393,-0.004243755247443914,-1.0007835626602173,0.000945816223975271,-0.0009829639457166195,0.0014660010347142816
2024-05-13 17:19:44.314937,0.37935145458643205,0.06056482149502367,171.1504021089376,0.005272639915347099,-0.004511569626629353,-1.0007133483886719,0.0007373966509476304,-0.001335418433882296,0.001569146290421486
2024-05-13 17:19:44.325703,0.37952530424515,0.06174505016915411,171.1490360711036,0.005427985452115536,-0.004494618624448776,-1.000834584236145,0.000747380661778152,1.000711927190423e-05,0.0014473542105406523
2024-05-13 17:19:44.356407,0.3802195823021113,0.06182635876874635,171.1498830145607,0.0053528374992311,-0.004514912609010935,-1.0010344982147217,0.00033262011129409075,-0.0010027192765846848,0.00126859440933913
2024-05-13 17:19:44.374430,0.3797440037007227,0.06217556553027647,171.1497873919123,0.0053549837321043015,-0.00410849554464221,-1.0005600452423096,0.0014004759723320603,-0.0015113434055820107,0.0015311820898205042
2024-05-13 17:19:44.385097,0.37910946311857263,0.062180221264691186,171.15032014666758,0.005364561919122934,-0.00436170632019639,-1.001252293586731,0.000346567016094923,-0.0012622179929167032,0.0006985164363868535
