Time,Roll (rad),Pitch (rad),Yaw (rad),Heave,Sway,Surge,fkRoll (deg),fkPitch (deg),fkYaw (deg)
2024-05-13 17:19:44.028774,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.062794,0.0,0.0016446635127067566,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.112823,0.0,0.003287703962996602,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.162949,0.0,0.004927499685436487,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.212979,0.0,0.006562432739883661,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.263008,0.0,0.008190889842808247,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.313036,0.0,0.009811262600123882,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.363066,0.0,0.011421953327953815,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.413095,0.0,0.013021372258663177,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.463125,0.0,0.01460793986916542,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.513154,0.0,0.016180092468857765,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.563186,0.0,0.017736276611685753,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.613212,0.0,0.019274955615401268,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.663241,0.0,0.020794615149497986,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.713273,0.0,0.022293752059340477,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.763300,0.0,0.023770887404680252,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.813331,0.0,0.025224562734365463,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.863360,0.0,0.026653345674276352,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.913389,0.0,0.02805582620203495,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:44.963419,0.0,0.02943061664700508,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.013448,0.0,0.030776364728808403,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.063478,0.0,0.032091736793518066,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.113510,0.0,0.033375442028045654,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.163538,0.0,0.03462620824575424,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.212808,0.0,0.03584280237555504,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.262837,0.0,0.03702402487397194,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.312868,0.0,0.038168709725141525,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.362896,0.0,0.039275724440813065,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.412925,0.0,0.04034397751092911,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.462956,0.0,0.04137241840362549,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.512985,0.0,0.042360030114650726,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.563014,0.0,0.043305836617946625,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.613045,0.0,0.04420890659093857,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.663073,0.0,0.045068345963954926,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.713290,0.0,0.045883309096097946,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.763321,0.0,0.04665299132466316,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.813350,0.0,0.04737663269042969,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.863380,0.0,0.048053521662950516,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.913409,0.0,0.048682983964681625,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:45.963438,0.0,0.04926440119743347,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:46.013468,0.0,0.04979720339179039,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:46.063497,0.0,0.05028086155653,0.0,0.0,0.0,0.0,-0.0002448193554300815,-0.0014959010295569897,-8.281720511149615e-05,Generated Data
2024-05-13 17:19:46.113527,0.0,0.050714895129203796,0.0,0.0,0.0,0.0,-0.00030359343509189785,-0.001461961306631565,-8.275955042336136e-05,Generated Data
2024-05-13 17:19:46.163559,0.0,0.05109888315200806,0.0,0.0,0.0,0.0,-0.0005702419439330697,-0.0007668468751944602,-0.0001272749505005777,Generated Data
2024-05-13 17:19:46.213585,0.0,0.05143244192004204,0.0,0.0,0.0,0.0,-0.00048265192890539765,-0.0003119150351267308,-0.0002128380729118362,Generated Data
2024-05-13 17:19:46.263615,0.0,0.05171523988246918,0.0,0.0,0.0,0.0,-0.0003667261335067451,0.0001814768766053021,-0.00021010381169617176,Generated Data
2024-05-13 17:19:46.313646,0.0,0.05194700509309769,0.0,0.0,0.0,0.0,-0.00044949553557671607,0.0006788521423004568,-0.00027758642681874335,Generated Data
2024-05-13 17:19:46.363689,0.0,0.05212750285863876,0.0,0.0,0.0,0.0,-6.230943836271763e-05,0.0008460186654701829,-0.0002753734006546438,Generated Data
2024-05-13 17:19:46.413718,0.0,0.05225655809044838,0.0,0.0,0.0,0.0,0.00011108433682238683,0.0013102517696097493,-0.00021155244030524045,Generated Data
2024-05-13 17:19:46.463638,0.0,0.05233404040336609,0.0,0.0,0.0,0.0,0.00010835820285137743,0.0016471922863274813,-0.00021883586305193603,Generated Data
2024-05-13 17:19:46.513667,0.0,0.05235987901687622,0.0,0.0,0.0,0.0,0.0002618491998873651,0.0020096907392144203,-0.0001740937732392922,Generated Data
2024-05-13 17:19:46.563698,-0.0,0.05233404040336609,-0.0,0.0,0.0,0.0,0.00019566217088140547,0.0024238750338554382,-0.00025436157011426985,Generated Data
2024-05-13 17:19:46.613740,-0.0,0.05225655809044838,-0.0,0.0,0.0,0.0,0.00021225858654361218,0.002850688062608242,-0.0002462912816554308,Generated Data
2024-05-13 17:19:46.662768,-0.0,0.05212750285863876,-0.0,0.0,0.0,0.0,0.0003417448897380382,0.003167761955410242,-0.0001469186245230958,Generated Data
2024-05-13 17:19:46.712779,-0.0,0.05194700509309769,-0.0,0.0,0.0,0.0,0.0003805865126196295,0.003812108188867569,-1.930437247210648e-05,Generated Data
2024-05-13 17:19:46.762804,-0.0,0.05171523988246918,-0.0,0.0,0.0,0.0,0.0004244238662067801,0.004317637998610735,1.7960875993594527e-05,Generated Data
2024-05-13 17:19:46.812833,-0.0,0.05143244192004204,-0.0,0.0,0.0,0.0,0.0005155393155291677,0.004747455008327961,5.642923497362062e-05,Generated Data
2024-05-13 17:19:46.862860,-0.0,0.05109888315200806,-0.0,0.0,0.0,0.0,0.0007075477624312043,0.005200833547860384,7.874920993344858e-05,Generated Data
2024-05-13 17:19:46.912891,-0.0,0.050714895129203796,-0.0,0.0,0.0,0.0,0.0007261000573635101,0.005590222310274839,5.712997881346382e-05,Generated Data
2024-05-13 17:19:46.962920,-0.0,0.05028086155653,-0.0,0.0,0.0,0.0,0.0008790393476374447,0.006030453369021416,0.00013056340685579926,Generated Data
2024-05-13 17:19:47.012949,-0.0,0.04979720339179039,-0.0,0.0,0.0,0.0,0.00089623051462695,0.006612135097384453,9.686066914582625e-05,Generated Data
2024-05-13 17:19:47.062982,-0.0,0.04926440119743347,-0.0,0.0,0.0,0.0,0.0014232246903702617,0.007191324606537819,0.00020693267288152128,Generated Data
2024-05-13 17:19:47.113008,-0.0,0.048682983964681625,-0.0,0.0,0.0,0.0,0.0014053003396838903,0.007761568296700716,0.00014964649744797498,Generated Data
2024-05-13 17:19:47.163037,-0.0,0.048053521662950516,-0.0,0.0,0.0,0.0,0.0012123365886509418,0.00815219059586525,7.467990508303046e-05,Generated Data
